name,dob,event_date,name_key,source
bojan mihajlovic,1980-03-30,2016-07-23,bojan mihajlovic,odds_frame
eddie wineland,1984-06-26,2016-07-23,eddie wineland,odds_frame
godofredo pepey,1987-07-02,2016-07-23,godofredo pepey,odds_frame
jc cottrell,1989-11-04,2016-07-23,jc cottrell,odds_frame
jason knight,1992-07-14,2016-07-23,jason knight,odds_frame
jim alers,1986-10-14,2016-07-23,jim alers,odds_frame
alex oliveira,1988-02-21,2016-07-23,alex oliveira,odds_frame
darren elkins,1984-05-16,2016-07-23,darren elkins,odds_frame
frankie saenz,1980-08-12,2016-07-23,frankie saenz,odds_frame
francis ngannou,1986-09-05,2016-07-23,francis ngannou,odds_frame
edson barboza,1986-01-21,2016-07-23,edson barboza,odds_frame
kamaru usman,1987-05-11,2016-07-23,kamaru usman,odds_frame
michel prazeres,1981-07-25,2016-07-23,michel prazeres,odds_frame
damian grabowski,1980-05-12,2016-07-30,damian grabowski,odds_frame
jake ellenberger,1985-03-28,2016-07-30,jake ellenberger,odds_frame
robbie lawler,1982-03-20,2016-07-30,robbie lawler,odds_frame
hector sandoval,1986-07-19,2016-07-30,hector sandoval,odds_frame
ryan benoit,1989-08-25,2016-07-30,ryan benoit,odds_frame
fredy serrano,1979-09-22,2016-07-30,fredy serrano,odds_frame
matt brown,1981-01-10,2016-07-30,matt brown,odds_frame
bojan velickovic,1988-12-18,2016-07-30,bojan velickovic,odds_frame
anthony hamilton,1980-04-14,2016-07-30,anthony hamilton,odds_frame
damien brown,1984-12-25,2016-07-30,damien brown,odds_frame
michael graves,1991-01-08,2016-07-30,michael graves,odds_frame
wilson reis,1985-01-06,2016-07-30,wilson reis,odds_frame
ed herman,1980-10-02,2016-07-30,ed herman,odds_frame
jorge masvidal,1984-11-12,2016-07-30,jorge masvidal,odds_frame
cesar arzamendia,1991-01-31,2016-07-30,cesar arzamendia,odds_frame
ross pearson,1984-09-26,2016-07-30,ross pearson,odds_frame
nikita krylov,1992-03-07,2016-07-30,nikita krylov,odds_frame
francisco rivera,1981-10-08,2016-07-30,francisco rivera,odds_frame
erik perez,1989-11-19,2016-07-30,erik perez,odds_frame
tyron woodley,1982-04-07,2016-07-30,tyron woodley,odds_frame
marcin tybura,1985-11-09,2016-08-06,marcin tybura,odds_frame
joseph gigliotti,1993-08-13,2016-08-06,joseph gigliotti,odds_frame
rony jason,1984-03-21,2016-08-06,rony jason,odds_frame
chris camozzi,1986-11-20,2016-08-06,chris camozzi,odds_frame
zak cummings,1984-08-02,2016-08-06,zak cummings,odds_frame
justin ledet,1988-09-28,2016-08-06,justin ledet,odds_frame
tatsuya kawajiri,1978-05-08,2016-08-06,tatsuya kawajiri,odds_frame
horacio gutierrez,1990-09-15,2016-08-06,horacio gutierrez,odds_frame
jason novelli,1979-06-08,2016-08-06,jason novelli,odds_frame
david teymur,1989-05-01,2016-08-06,david teymur,odds_frame
viktor pesta,1990-07-15,2016-08-06,viktor pesta,odds_frame
santiago ponzinibbio,1986-09-26,2016-08-06,santiago ponzinibbio,odds_frame
trevor smith,1981-01-05,2016-08-06,trevor smith,odds_frame
yair rodriguez,1992-10-06,2016-08-06,yair rodriguez,odds_frame
dennis bermudez,1986-12-13,2016-08-06,dennis bermudez,odds_frame
court mcgee,1984-12-12,2016-08-06,court mcgee,odds_frame
chase sherman,1989-11-16,2016-08-06,chase sherman,odds_frame
cub swanson,1983-11-02,2016-08-06,cub swanson,odds_frame
teruto ishihara,1991-07-23,2016-08-06,teruto ishihara,odds_frame
alex caceres,1988-06-20,2016-08-06,alex caceres,odds_frame
dominique steele,1988-01-27,2016-08-06,dominique steele,odds_frame
thales leites,1981-09-06,2016-08-06,thales leites,odds_frame
anthony johnson,1984-03-06,2016-08-20,anthony johnson,odds_frame
sabah homasi,1988-10-19,2016-08-20,sabah homasi,odds_frame
max griffin,1985-11-29,2016-08-20,max griffin,odds_frame
neil magny,1987-08-03,2016-08-20,neil magny,odds_frame
artem lobov,1986-08-11,2016-08-20,artem lobov,odds_frame
colby covington,1988-02-22,2016-08-20,colby covington,odds_frame
tim means,1984-02-20,2016-08-20,tim means,odds_frame
cody garbrandt,1991-07-07,2016-08-20,cody garbrandt,odds_frame
takeya mizugaki,1983-12-16,2016-08-20,takeya mizugaki,odds_frame
chris avila,1993-01-16,2016-08-20,chris avila,odds_frame
marvin vettori,1993-09-20,2016-08-20,marvin vettori,odds_frame
glover teixeira,1979-10-28,2016-08-20,glover teixeira,odds_frame
rick story,1984-08-28,2016-08-20,rick story,odds_frame
donald cerrone,1983-03-29,2016-08-20,donald cerrone,odds_frame
conor mcgregor,1988-07-14,2016-08-20,conor mcgregor,odds_frame
lorenz larkin,1986-09-03,2016-08-20,lorenz larkin,odds_frame
hyun gyu lim,1985-01-16,2016-08-20,hyun gyu lim,odds_frame
nate diaz,1985-04-16,2016-08-20,nate diaz,odds_frame
mike perry,1991-09-15,2016-08-20,mike perry,odds_frame
alberto uda,1984-08-08,2016-08-20,alberto uda,odds_frame
kevin casey,1981-06-15,2016-08-27,kevin casey,odds_frame
felipe silva,1984-05-08,2016-08-27,felipe silva,odds_frame
jeremy kennedy,1992-09-16,2016-08-27,jeremy kennedy,odds_frame
enrique barzola,1989-04-28,2016-08-27,enrique barzola,odds_frame
jim miller,1983-08-30,2016-08-27,jim miller,odds_frame
sam alvey,1986-05-06,2016-08-27,sam alvey,odds_frame
thibault gouti,1987-02-27,2016-08-27,thibault gouti,odds_frame
shane campbell,1987-01-21,2016-08-27,shane campbell,odds_frame
garreth mclellan,1982-09-01,2016-08-27,garreth mclellan,odds_frame
chad laprise,1986-07-23,2016-08-27,chad laprise,odds_frame
joe lauzon,1984-05-22,2016-08-27,joe lauzon,odds_frame
charles oliveira,1989-10-17,2016-08-27,charles oliveira,odds_frame
anthony pettis,1987-01-27,2016-08-27,anthony pettis,odds_frame
alex ricci,1982-07-21,2016-08-27,alex ricci,odds_frame
kyle bochniak,1987-02-05,2016-08-27,kyle bochniak,odds_frame
alessio di chirico,1989-12-12,2016-08-27,alessio di chirico,odds_frame
leandro silva,1985-11-11,2016-09-03,leandro silva,odds_frame
jim wallhead,1984-03-14,2016-09-03,jim wallhead,odds_frame
jack hermansson,1988-06-10,2016-09-03,jack hermansson,odds_frame
tae hyun bang,1983-04-15,2016-09-03,tae hyun bang,odds_frame
jan blachowicz,1983-02-24,2016-09-03,jan blachowicz,odds_frame
ryan bader,1983-06-07,2016-09-03,ryan bader,odds_frame
andrei arlovski,1979-02-04,2016-09-03,andrei arlovski,odds_frame
alexander gustafsson,1987-01-15,2016-09-03,alexander gustafsson,odds_frame
nick hein,1984-04-24,2016-09-03,nick hein,odds_frame
scott askham,1988-05-20,2016-09-03,scott askham,odds_frame
peter sobotta,1987-01-11,2016-09-03,peter sobotta,odds_frame
taylor lapilus,1992-04-08,2016-09-03,taylor lapilus,odds_frame
jarjis danho,1983-10-15,2016-09-03,jarjis danho,odds_frame
rustam khabilov,1986-11-04,2016-09-03,rustam khabilov,odds_frame
jessin ayari,1992-05-31,2016-09-03,jessin ayari,odds_frame
nicolas dalby,1984-11-16,2016-09-03,nicolas dalby,odds_frame
ilir latifi,1982-07-28,2016-09-03,ilir latifi,odds_frame
josh barnett,1977-11-10,2016-09-03,josh barnett,odds_frame
leandro issa,1983-09-19,2016-09-03,leandro issa,odds_frame
christian colombo,1980-07-01,2016-09-03,christian colombo,odds_frame
cm punk,1978-10-26,2016-09-10,cm punk,odds_frame
stipe miocic,1982-08-19,2016-09-10,stipe miocic,odds_frame
brad tavares,1987-12-21,2016-09-10,brad tavares,odds_frame
urijah faber,1979-05-14,2016-09-10,urijah faber,odds_frame
yancy medeiros,1987-09-07,2016-09-10,yancy medeiros,odds_frame
nik lentz,1984-08-13,2016-09-10,nik lentz,odds_frame
fabricio werdum,1977-07-30,2016-09-10,fabricio werdum,odds_frame
alistair overeem,1980-05-17,2016-09-10,alistair overeem,odds_frame
travis browne,1982-07-17,2016-09-10,travis browne,odds_frame
jason gonzalez,1990-02-28,2016-09-10,jason gonzalez,odds_frame
mickey gall,1992-01-22,2016-09-10,mickey gall,odds_frame
jimmie rivera,1989-06-29,2016-09-10,jimmie rivera,odds_frame
drew dober,1988-10-19,2016-09-10,drew dober,odds_frame
caio magalhaes,1987-12-14,2016-09-10,caio magalhaes,odds_frame
michael mcbride,1986-03-09,2016-09-10,michael mcbride,odds_frame
sean spencer,1987-06-25,2016-09-10,sean spencer,odds_frame
derek brunson,1984-01-04,2016-09-17,derek brunson,odds_frame
sam sicilia,1986-02-01,2016-09-17,sam sicilia,odds_frame
augusto montano,1984-10-25,2016-09-17,augusto montano,odds_frame
ricky glenn,1989-04-12,2016-09-17,ricky glenn,odds_frame
evan dunham,1981-12-18,2016-09-17,evan dunham,odds_frame
joey gomez,1989-08-29,2016-09-17,joey gomez,odds_frame
belal muhammad,1988-07-09,2016-09-17,belal muhammad,odds_frame
erick montano,1985-11-19,2016-09-17,erick montano,odds_frame
jose quinonez,1990-07-28,2016-09-17,jose quinonez,odds_frame
chas skelly,1985-05-11,2016-09-17,chas skelly,odds_frame
alejandro perez,1989-09-02,2016-09-17,alejandro perez,odds_frame
uriah hall,1984-07-31,2016-09-17,uriah hall,odds_frame
michael johnson,1986-06-04,2016-09-17,michael johnson,odds_frame
dustin poirier,1989-01-19,2016-09-17,dustin poirier,odds_frame
randy brown,1990-07-08,2016-09-17,randy brown,odds_frame
albert morales,1991-05-25,2016-09-17,albert morales,odds_frame
kenny robertson,1984-02-14,2016-09-17,kenny robertson,odds_frame
chris wade,1987-09-30,2016-09-17,chris wade,odds_frame
islam makhachev,1991-10-27,2016-09-17,islam makhachev,odds_frame
gabriel benitez,1988-06-15,2016-09-17,gabriel benitez,odds_frame
maximo blanco,1983-10-16,2016-09-17,maximo blanco,odds_frame
roan carneiro,1978-06-02,2016-09-17,roan carneiro,odds_frame
phillipe nover,1984-02-03,2016-09-24,phillipe nover,odds_frame
paul felder,1984-04-25,2016-09-24,paul felder,odds_frame
francisco trinaldo,1978-08-24,2016-09-24,francisco trinaldo,odds_frame
renan barao,1987-01-31,2016-09-24,renan barao,odds_frame
hector urbina,1987-09-17,2016-09-24,hector urbina,odds_frame
mike de la torre,1986-09-22,2016-09-24,mike de la torre,odds_frame
gilbert burns,1986-07-20,2016-09-24,gilbert burns,odds_frame
luan chagas,1993-06-17,2016-09-24,luan chagas,odds_frame
jussier formiga,1985-04-14,2016-09-24,jussier formiga,odds_frame
erick silva,1984-06-21,2016-09-24,erick silva,odds_frame
godofredo pepey,1987-07-02,2016-09-24,godofredo pepey,odds_frame
dustin ortiz,1988-12-25,2016-09-24,dustin ortiz,odds_frame
vicente luque,1991-11-27,2016-09-24,vicente luque,odds_frame
michinori tanaka,1990-10-04,2016-09-24,michinori tanaka,odds_frame
antonio silva,1979-09-14,2016-09-24,antonio silva,odds_frame
michel prazeres,1981-07-25,2016-09-24,michel prazeres,odds_frame
rani yahya,1984-09-12,2016-09-24,rani yahya,odds_frame
stevie ray,1990-03-25,2016-09-24,stevie ray,odds_frame
alan patrick,1983-07-19,2016-09-24,alan patrick,odds_frame
thiago santos,1984-01-07,2016-09-24,thiago santos,odds_frame
roy nelson,1976-06-20,2016-09-24,roy nelson,odds_frame
eric spicely,1986-09-29,2016-09-24,eric spicely,odds_frame
tamdan mccrory,1986-11-05,2016-10-01,tamdan mccrory,odds_frame
walt harris,1983-06-10,2016-10-01,walt harris,odds_frame
cody east,1988-06-29,2016-10-01,cody east,odds_frame
andre fili,1990-06-25,2016-10-01,andre fili,odds_frame
brandon moreno,1993-12-07,2016-10-01,brandon moreno,odds_frame
zak ottow,1986-12-22,2016-10-01,zak ottow,odds_frame
alex oliveira,1988-02-21,2016-10-01,alex oliveira,odds_frame
john dodson,1984-09-26,2016-10-01,john dodson,odds_frame
curtis blaydes,1991-02-18,2016-10-01,curtis blaydes,odds_frame
john lineker,1990-06-12,2016-10-01,john lineker,odds_frame
will brooks,1986-10-08,2016-10-01,will brooks,odds_frame
joshua burkman,1980-04-10,2016-10-01,joshua burkman,odds_frame
louis smolka,1991-07-16,2016-10-01,louis smolka,odds_frame
hacran dias,1984-06-16,2016-10-01,hacran dias,odds_frame
ion cutelaba,1993-12-14,2016-10-01,ion cutelaba,odds_frame
shamil abdurakhimov,1981-09-02,2016-10-01,shamil abdurakhimov,odds_frame
jonathan wilson,1987-07-17,2016-10-01,jonathan wilson,odds_frame
nate marquardt,1979-04-20,2016-10-01,nate marquardt,odds_frame
dan henderson,1970-08-24,2016-10-08,dan henderson,odds_frame
vitor belfort,1977-04-01,2016-10-08,vitor belfort,odds_frame
gegard mousasi,1985-08-01,2016-10-08,gegard mousasi,odds_frame
jimi manuwa,1980-02-18,2016-10-08,jimi manuwa,odds_frame
daniel omielanczuk,1982-08-31,2016-10-08,daniel omielanczuk,odds_frame
marc diakiese,1993-03-16,2016-10-08,marc diakiese,odds_frame
iuri alcantara,1980-08-04,2016-10-08,iuri alcantara,odds_frame
damian stasiak,1990-02-20,2016-10-08,damian stasiak,odds_frame
albert tumenov,1991-12-26,2016-10-08,albert tumenov,odds_frame
mike perry,1991-09-15,2016-10-08,mike perry,odds_frame
adriano martins,1982-12-16,2016-10-08,adriano martins,odds_frame
russell doane,1986-08-13,2016-10-08,russell doane,odds_frame
michael bisping,1979-02-28,2016-10-08,michael bisping,odds_frame
danny roberts,1987-07-14,2016-10-08,danny roberts,odds_frame
ovince saint preux,1983-04-08,2016-10-08,ovince saint preux,odds_frame
stefan struve,1988-02-18,2016-10-08,stefan struve,odds_frame
lukasz sajewski,1990-11-27,2016-10-08,lukasz sajewski,odds_frame
brad pickett,1978-09-24,2016-10-08,brad pickett,odds_frame
davey grant,1985-12-18,2016-10-08,davey grant,odds_frame
leon edwards,1991-08-25,2016-10-08,leon edwards,odds_frame
leonardo santos,1980-02-05,2016-10-08,leonardo santos,odds_frame
mirsad bektic,1991-02-16,2016-10-08,mirsad bektic,odds_frame
beneil dariush,1989-05-06,2016-11-05,beneil dariush,odds_frame
martin bravo,1993-09-21,2016-11-05,martin bravo,odds_frame
rafael dos anjos,1984-10-26,2016-11-05,rafael dos anjos,odds_frame
claudio puelles,1996-04-21,2016-11-05,claudio puelles,odds_frame
tony ferguson,1984-02-12,2016-11-05,tony ferguson,odds_frame
marcin held,1992-01-18,2016-11-05,marcin held,odds_frame
charles oliveira,1989-10-17,2016-11-05,charles oliveira,odds_frame
rashid magomedov,1984-11-29,2016-11-05,rashid magomedov,odds_frame
joe soto,1987-03-22,2016-11-05,joe soto,odds_frame
max griffin,1985-11-29,2016-11-05,max griffin,odds_frame
chris avila,1993-01-16,2016-11-05,chris avila,odds_frame
alex nicholson,1990-05-02,2016-11-05,alex nicholson,odds_frame
diego sanchez,1981-12-31,2016-11-05,diego sanchez,odds_frame
felipe arantes,1988-02-09,2016-11-05,felipe arantes,odds_frame
erik perez,1989-11-19,2016-11-05,erik perez,odds_frame
marco polo reyes,1984-11-07,2016-11-05,marco polo reyes,odds_frame
sam alvey,1986-05-06,2016-11-05,sam alvey,odds_frame
enrique barzola,1989-04-28,2016-11-05,enrique barzola,odds_frame
erick montano,1985-11-19,2016-11-05,erick montano,odds_frame
marco beltran,1986-05-18,2016-11-05,marco beltran,odds_frame
henry briones,1980-10-22,2016-11-05,henry briones,odds_frame
ricardo lamas,1982-05-21,2016-11-05,ricardo lamas,odds_frame
jason novelli,1979-06-08,2016-11-05,jason novelli,odds_frame
douglas silva de andrade,1985-06-22,2016-11-05,douglas silva de andrade,odds_frame
rafael natal,1982-12-25,2016-11-12,rafael natal,odds_frame
jeremy stephens,1986-05-25,2016-11-12,jeremy stephens,odds_frame
thiago alves,1983-10-03,2016-11-12,thiago alves,odds_frame
belal muhammad,1988-07-09,2016-11-12,belal muhammad,odds_frame
tim boetsch,1981-01-28,2016-11-12,tim boetsch,odds_frame
frankie edgar,1981-10-16,2016-11-12,frankie edgar,odds_frame
vicente luque,1991-11-27,2016-11-12,vicente luque,odds_frame
khabib nurmagomedov,1988-09-20,2016-11-12,khabib nurmagomedov,odds_frame
jim miller,1983-08-30,2016-11-12,jim miller,odds_frame
chris weidman,1984-06-17,2016-11-12,chris weidman,odds_frame
tyron woodley,1982-04-07,2016-11-12,tyron woodley,odds_frame
michael johnson,1986-06-04,2016-11-12,michael johnson,odds_frame
conor mcgregor,1988-07-14,2016-11-12,conor mcgregor,odds_frame
yoel romero,1977-04-30,2016-11-12,yoel romero,odds_frame
stephen thompson,1983-02-11,2016-11-12,stephen thompson,odds_frame
eddie alvarez,1984-01-11,2016-11-12,eddie alvarez,odds_frame
gadzhimurad antigulov,1987-02-09,2016-11-19,gadzhimurad antigulov,odds_frame
alexander volkov,1988-10-24,2016-11-19,alexander volkov,odds_frame
stevie ray,1990-03-25,2016-11-19,stevie ray,odds_frame
uriah hall,1984-07-31,2016-11-19,uriah hall,odds_frame
magomed mustafaev,1988-08-02,2016-11-19,magomed mustafaev,odds_frame
justin scoggins,1992-05-02,2016-11-19,justin scoggins,odds_frame
jack hermansson,1988-06-10,2016-11-19,jack hermansson,odds_frame
francimar barroso,1980-02-28,2016-11-19,francimar barroso,odds_frame
kamaru usman,1987-05-11,2016-11-19,kamaru usman,odds_frame
christian colombo,1980-07-01,2016-11-19,christian colombo,odds_frame
krzysztof jotko,1989-08-19,2016-11-19,krzysztof jotko,odds_frame
albert morales,1991-05-25,2016-11-19,albert morales,odds_frame
rogerio nogueira,1976-06-02,2016-11-19,rogerio nogueira,odds_frame
teruto ishihara,1991-07-23,2016-11-19,teruto ishihara,odds_frame
zak ottow,1986-12-22,2016-11-19,zak ottow,odds_frame
jack marshman,1989-12-19,2016-11-19,jack marshman,odds_frame
kwan ho kwak,1989-06-18,2016-11-19,kwan ho kwak,odds_frame
mark godbeer,1983-11-22,2016-11-19,mark godbeer,odds_frame
brett johns,1992-02-21,2016-11-19,brett johns,odds_frame
zak cummings,1984-08-02,2016-11-19,zak cummings,odds_frame
justin ledet,1988-09-28,2016-11-19,justin ledet,odds_frame
kyoji horiguchi,1990-10-12,2016-11-19,kyoji horiguchi,odds_frame
ryan bader,1983-06-07,2016-11-19,ryan bader,odds_frame
thomas almeida,1991-07-31,2016-11-19,thomas almeida,odds_frame
thales leites,1981-09-06,2016-11-19,thales leites,odds_frame
luis henrique,1993-08-21,2016-11-19,luis henrique,odds_frame
warlley alves,1991-01-04,2016-11-19,warlley alves,odds_frame
sergio moraes,1982-07-23,2016-11-19,sergio moraes,odds_frame
ali bagautinov,1985-06-10,2016-11-19,ali bagautinov,odds_frame
cezar ferreira,1985-02-15,2016-11-19,cezar ferreira,odds_frame
pedro munhoz,1986-09-07,2016-11-19,pedro munhoz,odds_frame
gegard mousasi,1985-08-01,2016-11-19,gegard mousasi,odds_frame
ross pearson,1984-09-26,2016-11-19,ross pearson,odds_frame
timothy johnson,1985-03-13,2016-11-19,timothy johnson,odds_frame
artem lobov,1986-08-11,2016-11-19,artem lobov,odds_frame
magnus cedenblad,1982-04-10,2016-11-19,magnus cedenblad,odds_frame
abdul razak alhassan,1985-08-11,2016-11-19,abdul razak alhassan,odds_frame
darren stewart,1990-12-30,2016-11-19,darren stewart,odds_frame
charlie ward,1980-12-17,2016-11-19,charlie ward,odds_frame
alexander yakovlev,1984-07-18,2016-11-19,alexander yakovlev,odds_frame
marcos rogerio de lima,1985-06-25,2016-11-19,marcos rogerio de lima,odds_frame
kevin lee,1992-09-04,2016-11-19,kevin lee,odds_frame
robert whittaker,1990-12-20,2016-11-26,robert whittaker,odds_frame
andrew holbrook,1986-02-06,2016-11-26,andrew holbrook,odds_frame
jake matthews,1994-08-19,2016-11-26,jake matthews,odds_frame
daniel kelly,1977-10-31,2016-11-26,daniel kelly,odds_frame
derek brunson,1984-01-04,2016-11-26,derek brunson,odds_frame
dan hooker,1990-02-13,2016-11-26,dan hooker,odds_frame
richard walsh,1988-12-01,2016-11-26,richard walsh,odds_frame
damien brown,1984-12-25,2016-11-26,damien brown,odds_frame
ben nguyen,1988-08-03,2016-11-26,ben nguyen,odds_frame
yao zhikui,1991-02-07,2016-11-26,yao zhikui,odds_frame
chris camozzi,1986-11-20,2016-11-26,chris camozzi,odds_frame
jenel lausa,1988-08-01,2016-11-26,jenel lausa,odds_frame
jason knight,1992-07-14,2016-11-26,jason knight,odds_frame
jonathan meunier,1987-08-04,2016-11-26,jonathan meunier,odds_frame
jon tuck,1984-08-28,2016-11-26,jon tuck,odds_frame
geane herrera,1990-05-27,2016-11-26,geane herrera,odds_frame
omari akhmedov,1987-10-12,2016-11-26,omari akhmedov,odds_frame
kyle noke,1980-03-18,2016-11-26,kyle noke,odds_frame
josh stansbury,1984-11-19,2016-12-03,josh stansbury,odds_frame
elvis mutapcic,1986-07-19,2016-12-03,elvis mutapcic,odds_frame
rob font,1987-06-25,2016-12-03,rob font,odds_frame
joseph benavidez,1984-07-31,2016-12-03,joseph benavidez,odds_frame
dong hyun ma,1988-09-09,2016-12-03,dong hyun ma,odds_frame
ion cutelaba,1993-12-14,2016-12-03,ion cutelaba,odds_frame
demetrious johnson,1986-08-13,2016-12-03,demetrious johnson,odds_frame
jake ellenberger,1985-03-28,2016-12-03,jake ellenberger,odds_frame
gray maynard,1979-05-09,2016-12-03,gray maynard,odds_frame
brandon moreno,1993-12-07,2016-12-03,brandon moreno,odds_frame
ryan benoit,1989-08-25,2016-12-03,ryan benoit,odds_frame
jorge masvidal,1984-11-12,2016-12-03,jorge masvidal,odds_frame
tim elliott,1986-12-24,2016-12-03,tim elliott,odds_frame
henry cejudo,1987-02-09,2016-12-03,henry cejudo,odds_frame
jared cannonier,1984-03-16,2016-12-03,jared cannonier,odds_frame
brendan o'reilly,1987-06-24,2016-12-03,brendan o reilly,odds_frame
ryan hall,1985-02-22,2016-12-03,ryan hall,odds_frame
matt schnell,1990-01-15,2016-12-03,matt schnell,odds_frame
anthony smith,1988-07-26,2016-12-03,anthony smith,odds_frame
devin clark,1990-04-12,2016-12-03,devin clark,odds_frame
andrew sanchez,1988-04-08,2016-12-09,andrew sanchez,odds_frame
randy brown,1990-07-08,2016-12-09,randy brown,odds_frame
ryan janes,1981-08-22,2016-12-09,ryan janes,odds_frame
trevor smith,1981-01-05,2016-12-09,trevor smith,odds_frame
brian camozzi,1991-06-24,2016-12-09,brian camozzi,odds_frame
sean o'connell,1983-09-02,2016-12-09,sean o connell,odds_frame
anthony hamilton,1980-04-14,2016-12-09,anthony hamilton,odds_frame
shamil abdurakhimov,1981-09-02,2016-12-09,shamil abdurakhimov,odds_frame
derrick lewis,1985-02-07,2016-12-09,derrick lewis,odds_frame
corey anderson,1989-09-22,2016-12-09,corey anderson,odds_frame
keith berish,1985-11-14,2016-12-09,keith berish,odds_frame
frankie perez,1989-05-11,2016-12-09,frankie perez,odds_frame
marc diakiese,1993-03-16,2016-12-09,marc diakiese,odds_frame
francis ngannou,1986-09-05,2016-12-09,francis ngannou,odds_frame
nikita krylov,1992-03-07,2016-12-10,nikita krylov,odds_frame
matt brown,1981-01-10,2016-12-10,matt brown,odds_frame
john makdessi,1985-05-03,2016-12-10,john makdessi,odds_frame
mitch gagnon,1984-10-10,2016-12-10,mitch gagnon,odds_frame
max holloway,1991-12-04,2016-12-10,max holloway,odds_frame
donald cerrone,1983-03-29,2016-12-10,donald cerrone,odds_frame
cub swanson,1983-11-02,2016-12-10,cub swanson,odds_frame
anthony pettis,1987-01-27,2016-12-10,anthony pettis,odds_frame
tim kennedy,1979-09-01,2016-12-10,tim kennedy,odds_frame
olivier aubin-mercier,1989-02-23,2016-12-10,olivier aubin mercier,odds_frame
jordan mein,1989-10-10,2016-12-10,jordan mein,odds_frame
zach makovsky,1983-04-19,2016-12-10,zach makovsky,odds_frame
misha cirkunov,1987-02-27,2016-12-10,misha cirkunov,odds_frame
dooho choi,1991-04-10,2016-12-10,dooho choi,odds_frame
kelvin gastelum,1991-10-24,2016-12-10,kelvin gastelum,odds_frame
drew dober,1988-10-19,2016-12-10,drew dober,odds_frame
dustin ortiz,1988-12-25,2016-12-10,dustin ortiz,odds_frame
rustam khabilov,1986-11-04,2016-12-10,rustam khabilov,odds_frame
emil meek,1988-08-20,2016-12-10,emil meek,odds_frame
lando vannata,1992-03-14,2016-12-10,lando vannata,odds_frame
matthew lopez,1987-01-21,2016-12-10,matthew lopez,odds_frame
jason saggo,1985-11-23,2016-12-10,jason saggo,odds_frame
fredy serrano,1979-09-22,2016-12-17,fredy serrano,odds_frame
sultan aliev,1984-09-17,2016-12-17,sultan aliev,odds_frame
colby covington,1988-02-22,2016-12-17,colby covington,odds_frame
mizuto hirota,1981-05-05,2016-12-17,mizuto hirota,odds_frame
mike perry,1991-09-15,2016-12-17,mike perry,odds_frame
brad pickett,1978-09-24,2016-12-17,brad pickett,odds_frame
mickey gall,1992-01-22,2016-12-17,mickey gall,odds_frame
sage northcutt,1996-03-01,2016-12-17,sage northcutt,odds_frame
urijah faber,1979-05-14,2016-12-17,urijah faber,odds_frame
alan jouban,1981-11-25,2016-12-17,alan jouban,odds_frame
alex morono,1990-08-16,2016-12-17,alex morono,odds_frame
bryan barberena,1989-05-03,2016-12-17,bryan barberena,odds_frame
takeya mizugaki,1983-12-16,2016-12-17,takeya mizugaki,odds_frame
scott holtzman,1983-09-30,2016-12-17,scott holtzman,odds_frame
bojan velickovic,1988-12-18,2016-12-17,bojan velickovic,odds_frame
hector sandoval,1986-07-19,2016-12-17,hector sandoval,odds_frame
cole miller,1984-04-26,2016-12-17,cole miller,odds_frame
josh emmett,1985-03-04,2016-12-17,josh emmett,odds_frame
eddie wineland,1984-06-26,2016-12-17,eddie wineland,odds_frame
james moontasri,1988-04-10,2016-12-17,james moontasri,odds_frame
mike pyle,1975-09-18,2016-12-30,mike pyle,odds_frame
dong hyun kim,1981-11-17,2016-12-30,dong hyun kim,odds_frame
louis smolka,1991-07-16,2016-12-30,louis smolka,odds_frame
dominick cruz,1985-03-09,2016-12-30,dominick cruz,odds_frame
antonio carlos junior,1990-03-16,2016-12-30,antonio carlos junior,odds_frame
brandon thatch,1985-07-11,2016-12-30,brandon thatch,odds_frame
alex oliveira,1988-02-21,2016-12-30,alex oliveira,odds_frame
johny hendricks,1983-09-12,2016-12-30,johny hendricks,odds_frame
tj dillashaw,1986-02-07,2016-12-30,tj dillashaw,odds_frame
john lineker,1990-06-12,2016-12-30,john lineker,odds_frame
tarec saffiedine,1986-09-06,2016-12-30,tarec saffiedine,odds_frame
cody garbrandt,1991-07-07,2016-12-30,cody garbrandt,odds_frame
alex garcia,1987-07-14,2016-12-30,alex garcia,odds_frame
neil magny,1987-08-03,2016-12-30,neil magny,odds_frame
marvin vettori,1993-09-20,2016-12-30,marvin vettori,odds_frame
niko price,1989-09-29,2016-12-30,niko price,odds_frame
tim means,1984-02-20,2016-12-30,tim means,odds_frame
ray borg,1993-08-04,2016-12-30,ray borg,odds_frame
john moraga,1984-03-20,2017-01-15,john moraga,odds_frame
ben saunders,1983-04-13,2017-01-15,ben saunders,odds_frame
bj penn,1978-12-13,2017-01-15,bj penn,odds_frame
marcin held,1992-01-18,2017-01-15,marcin held,odds_frame
sergio pettis,1993-08-18,2017-01-15,sergio pettis,odds_frame
chase sherman,1989-11-16,2017-01-15,chase sherman,odds_frame
augusto mendes,1983-03-03,2017-01-15,augusto mendes,odds_frame
drakkar klose,1988-03-09,2017-01-15,drakkar klose,odds_frame
cyril asker,1985-12-24,2017-01-15,cyril asker,odds_frame
viktor pesta,1990-07-15,2017-01-15,viktor pesta,odds_frame
joachim christensen,1978-11-07,2017-01-15,joachim christensen,odds_frame
bojan mihajlovic,1980-03-30,2017-01-15,bojan mihajlovic,odds_frame
